Building 60 4-fault (1 ctx + 3 profile) travelplanner_real SYNTHETIC examples (bench_seed=42, scan_limit=8000)...
Built 60 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
[ERROR] selfcheckgpt failed task=travel_real_04528 seed=0: failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": "在5天的行程中，两个人从 Сираку扎出发到访佐治亚州的两座城市。总预算为2000美元。'interest'.basicčna stroka'}
  N=4 travel_real_04330 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2754,1006)
  N=4 travel_real_04330 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6908,2376)
  N=4 travel_real_04330 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2754,1006)
  N=4 travel_real_04330 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6756,2605)
  N=4 travel_real_04330 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5508,1833)
  N=4 travel_real_04330 seed=1 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5564,2069)
  N=4 travel_real_04330 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(19002,1296)
  N=4 travel_real_04330 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2754,1006)
  N=4 travel_real_04330 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6908,2376)
  N=4 travel_real_04330 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2754,887)
  N=4 travel_real_04330 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6637,2467)
  N=4 travel_real_04330 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5508,1468)
  N=4 travel_real_04330 seed=2 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5564,2058)
  N=4 travel_real_04330 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(19091,1188)
  N=4 travel_real_04330 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(10541,2223)
  N=4 travel_real_04330 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6789,1545)
  N=4 travel_real_04528 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2657,1280)
  N=4 travel_real_04528 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7046,3111)
  N=4 travel_real_04528 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5314,2157)
  N=4 travel_real_04528 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5370,2006)
  N=4 travel_real_04528 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(11451,3610)
  N=4 travel_real_04528 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7198,2527)
  N=4 travel_real_04528 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2657,1280)
  N=4 travel_real_04528 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7046,3111)
  N=4 travel_real_04528 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5314,2377)
  N=4 travel_real_04528 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5370,2006)
  N=4 travel_real_04528 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18305,1516)
  N=4 travel_real_04528 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(11451,3610)
  N=4 travel_real_04528 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7198,2527)
  N=4 travel_real_04528 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2657,1336)
  N=4 travel_real_04528 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7165,2993)
  N=4 travel_real_04528 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5314,2746)
  N=4 travel_real_04528 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5370,2145)
  N=4 travel_real_04528 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16198,2039)
  N=4 travel_real_04528 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(22706,4445)
  N=4 travel_real_04528 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(7317,2438)
  N=4 travel_real_04635 seed=0 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2806,474)
  N=4 travel_real_04635 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6203,1221)
  N=4 travel_real_04635 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5612,923)
  N=4 travel_real_04635 seed=0 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5668,1111)
  N=4 travel_real_04635 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19715,1061)
  N=4 travel_real_04635 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17495,2415)
  N=4 travel_real_04635 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6355,1225)
  N=4 travel_real_04635 seed=1 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2806,474)
  N=4 travel_real_04635 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6203,1221)
  N=4 travel_real_04635 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5612,1073)
[RETRY] selfcheckgpt task=travel_real_04727 seed=1 attempt 1/5 failed (provider returned no choices for 'mistralai/mistral-nemo': None); retrying in 3s
  N=4 travel_real_04635 seed=1 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5668,1111)
  N=4 travel_real_04635 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19602,957)
  N=4 travel_real_04635 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17495,2415)
  N=4 travel_real_04635 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6355,1225)
  N=4 travel_real_04635 seed=2 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2806,843)
  N=4 travel_real_04635 seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6571,2063)
  N=4 travel_real_04635 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5612,2761)
  N=4 travel_real_04635 seed=2 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5668,1531)
  N=4 travel_real_04635 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19867,1164)
  N=4 travel_real_04635 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19152,3091)
  N=4 travel_real_04635 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6723,1645)
  N=4 travel_real_04666 seed=0 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2675,795)
  N=4 travel_real_04666 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6366,1987)
  N=4 travel_real_04666 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5350,1391)
  N=4 travel_real_04666 seed=0 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5406,1338)
  N=4 travel_real_04666 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18598,1145)
  N=4 travel_real_04666 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2675,795)
  N=4 travel_real_04666 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6518,2035)
  N=4 travel_real_04666 seed=1 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2675,795)
  N=4 travel_real_04666 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6366,1987)
  N=4 travel_real_04666 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5350,1427)
  N=4 travel_real_04666 seed=1 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5406,1338)
  N=4 travel_real_04666 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18549,1165)
  N=4 travel_real_04666 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2675,795)
  N=4 travel_real_04666 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6518,2035)
  N=4 travel_real_04666 seed=2 arm=direct: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(2675,841)
  N=4 travel_real_04666 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(6328,2309)
  N=4 travel_real_04666 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5350,1558)
  N=4 travel_real_04666 seed=2 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5406,1485)
  N=4 travel_real_04666 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(21762,1812)
  N=4 travel_real_04666 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(10021,3396)
  N=4 travel_real_04666 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6480,1615)
  N=4 travel_real_04727 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2711,818)
  N=4 travel_real_04727 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6377,1687)
  N=4 travel_real_04727 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5422,1349)
  N=4 travel_real_04727 seed=0 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5478,1973)
  N=4 travel_real_04727 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(16288,1127)
  N=4 travel_real_04727 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2711,818)
  N=4 travel_real_04727 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6529,1571)
  N=4 travel_real_04727 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2711,818)
  N=4 travel_real_04727 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6377,1687)
  N=4 travel_real_04727 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5422,1310)
  N=4 travel_real_04727 seed=1 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5478,1973)
  N=4 travel_real_04727 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(19400,1590)
  N=4 travel_real_04727 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2711,818)
  N=4 travel_real_04727 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6529,1571)
[RETRY] selfcheckgpt task=travel_real_04734 seed=0 attempt 1/5 failed (provider returned no choices for 'mistralai/mistral-nemo': None); retrying in 3s
[RETRY] selfcheckgpt task=travel_real_04809 seed=0 attempt 1/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "未提供DIRECT INSERT Reynold St, Augusta, \n格-cluster Bessie Cathedral, \n格-Perrin\n格-410(Main roster:\n格-633 Gravatte St, Winston-Salem, \n格-350\t\Professional Tabby\t10.1\t1609	\\User Nsg.\n格-256 Gravatte St, Winston-Salem, \n格-354\tEvita\n格-19.1\t1535	$\\User Ad%), $RCC\\User (opinion)\n格-230 Gravate S); retrying in 3s
[RETRY] selfcheckgpt task=travel_real_04809 seed=0 attempt 2/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "未提供DIRECT INSERT Reynold St, Augusta, \n格-cluster Bessie Cathedral, \n格-Perrin\n格-410(Main roster:\n格-633 Gravatte St, Winston-Salem, \n格-350\t\Professional Tabby\t10.1\t1609	\\User Nsg.\n格-256 Gravatte St, Winston-Salem, \n格-354\tEvita\n格-19.1\t1535	$\\User Ad%), $RCC\\User (opinion)\n格-230 Gravate S); retrying in 6s
[RETRY] selfcheckgpt task=travel_real_04809 seed=0 attempt 3/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "未提供DIRECT INSERT Reynold St, Augusta, \n格-cluster Bessie Cathedral, \n格-Perrin\n格-410(Main roster:\n格-633 Gravatte St, Winston-Salem, \n格-350\t\Professional Tabby\t10.1\t1609	\\User Nsg.\n格-256 Gravatte St, Winston-Salem, \n格-354\tEvita\n格-19.1\t1535	$\\User Ad%), $RCC\\User (opinion)\n格-230 Gravate S); retrying in 12s
[RETRY] selfcheckgpt task=travel_real_04809 seed=0 attempt 4/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "未提供DIRECT INSERT Reynold St, Augusta, \n格-cluster Bessie Cathedral, \n格-Perrin\n格-410(Main roster:\n格-633 Gravatte St, Winston-Salem, \n格-350\t\Professional Tabby\t10.1\t1609	\\User Nsg.\n格-256 Gravatte St, Winston-Salem, \n格-354\tEvita\n格-19.1\t1535	$\\User Ad%), $RCC\\User (opinion)\n格-230 Gravate S); retrying in 24s
[ERROR] selfcheckgpt failed task=travel_real_04809 seed=0: failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "未提供DIRECT INSERT Reynold St, Augusta, \n格-cluster Bessie Cathedral, \n格-Perrin\n格-410(Main roster:\n格-633 Gravatte St, Winston-Salem, \n格-350\t\Professional Tabby\t10.1\t1609	\\User Nsg.\n格-256 Gravatte St, Winston-Salem, \n格-354\tEvita\n格-19.1\t1535	$\\User Ad%), $RCC\\User (opinion)\n格-230 Gravate S
[RETRY] selfcheckgpt task=travel_real_04809 seed=1 attempt 1/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": " Grammar annon 7 days travel plan, 2 persons, Chattanooga to Georgia, budget $6900, no flights, private rooms only, no alcohol, tree nut allergy, Mandarin only, verbose answers preferred. Total cost:  desej[data]}}可能涉及's scribble即可'
}); retrying in 3s
[RETRY] selfcheckgpt task=travel_real_04809 seed=1 attempt 2/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": " Grammar annon 7 days travel plan, 2 persons, Chattanooga to Georgia, budget $6900, no flights, private rooms only, no alcohol, tree nut allergy, Mandarin only, verbose answers preferred. Total cost:  desej[data]}}可能涉及's scribble即可'
}); retrying in 6s
[RETRY] selfcheckgpt task=travel_real_04809 seed=1 attempt 3/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": " Grammar annon 7 days travel plan, 2 persons, Chattanooga to Georgia, budget $6900, no flights, private rooms only, no alcohol, tree nut allergy, Mandarin only, verbose answers preferred. Total cost:  desej[data]}}可能涉及's scribble即可'
}); retrying in 12s
[RETRY] selfcheckgpt task=travel_real_04809 seed=1 attempt 4/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": " Grammar annon 7 days travel plan, 2 persons, Chattanooga to Georgia, budget $6900, no flights, private rooms only, no alcohol, tree nut allergy, Mandarin only, verbose answers preferred. Total cost:  desej[data]}}可能涉及's scribble即可'
}); retrying in 24s
[ERROR] selfcheckgpt failed task=travel_real_04809 seed=1: failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": " Grammar annon 7 days travel plan, 2 persons, Chattanooga to Georgia, budget $6900, no flights, private rooms only, no alcohol, tree nut allergy, Mandarin only, verbose answers preferred. Total cost:  desej[data]}}可能涉及's scribble即可'
}
  N=4 travel_real_04727 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2711,746)
  N=4 travel_real_04727 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6263,1784)
  N=4 travel_real_04727 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5422,1413)
  N=4 travel_real_04727 seed=2 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5478,1643)
  N=4 travel_real_04727 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(18980,1299)
  N=4 travel_real_04727 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2711,746)
  N=4 travel_real_04727 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6415,1406)
  N=4 travel_real_04734 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2725,796)
  N=4 travel_real_04734 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6530,2236)
  N=4 travel_real_04734 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5450,1524)
  N=4 travel_real_04734 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5506,1712)
  N=4 travel_real_04734 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19510,1827)
  N=4 travel_real_04734 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2725,796)
  N=4 travel_real_04734 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6682,2286)
  N=4 travel_real_04734 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2725,796)
  N=4 travel_real_04734 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6530,2236)
  N=4 travel_real_04734 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5451,1892)
  N=4 travel_real_04734 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5506,1712)
  N=4 travel_real_04734 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19248,1611)
  N=4 travel_real_04734 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2725,796)
  N=4 travel_real_04734 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6682,2286)
  N=4 travel_real_04734 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(2725,895)
  N=4 travel_real_04734 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(6545,2073)
  N=4 travel_real_04734 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5450,1678)
  N=4 travel_real_04734 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5506,2280)
  N=4 travel_real_04734 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=1/4 tokens=(19432,1889)
  N=4 travel_real_04734 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(10408,2348)
  N=4 travel_real_04734 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6697,1548)
  N=4 travel_real_04809 seed=0 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2656,1532)
  N=4 travel_real_04809 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(7737,3975)
  N=4 travel_real_04809 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5312,2200)
  N=4 travel_real_04809 seed=0 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5368,2329)
  N=4 travel_real_04809 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2656,1532)
  N=4 travel_real_04809 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(7889,2477)
  N=4 travel_real_04809 seed=1 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2656,1532)
  N=4 travel_real_04809 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(7737,3975)
