Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2344,287)
  N=4 real_hotpotqa_03062_5a7e035d5542997cc2c474f6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2429,291)
  N=4 real_hotpotqa_03062_5a7e035d5542997cc2c474f6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5460,930)
  N=4 real_hotpotqa_03062_5a7e035d5542997cc2c474f6 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2429,309)
  N=4 real_hotpotqa_03062_5a7e035d5542997cc2c474f6 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5324,476)
  N=4 real_hotpotqa_03062_5a7e035d5542997cc2c474f6 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4858,418)
  N=4 real_hotpotqa_03062_5a7e035d5542997cc2c474f6 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4911,749)
  N=4 real_hotpotqa_03062_5a7e035d5542997cc2c474f6 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14220,439)
  N=4 real_hotpotqa_03062_5a7e035d5542997cc2c474f6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2429,309)
  N=4 real_hotpotqa_03062_5a7e035d5542997cc2c474f6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5478,942)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2315,185)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4883,501)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4630,341)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4683,771)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13559,341)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12951,855)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5037,503)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2315,185)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4883,501)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4630,534)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4683,771)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13563,347)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12951,855)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5037,503)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2315,175)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4873,483)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4630,346)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4683,715)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13563,334)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12947,875)
  N=4 real_hotpotqa_03119_5a8835245542994846c1ce27 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5027,560)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2343,182)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4939,527)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4686,323)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4739,871)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13800,411)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13094,856)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5093,493)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2343,182)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4939,527)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4686,349)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4739,871)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13770,381)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13094,856)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5093,493)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2343,176)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4933,505)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4686,376)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4739,882)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13767,361)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13538,1553)
  N=4 real_hotpotqa_03135_5ab7c3df5542993667794003 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5087,466)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2483,459)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5536,854)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4966,599)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=0 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5019,827)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14699,718)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2483,459)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5690,874)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2483,459)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5536,854)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4966,683)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5019,827)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14713,729)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2483,459)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5690,874)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2483,301)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5358,798)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4966,402)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5019,833)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14690,594)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14786,1548)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5512,785)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2367,236)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5040,608)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4734,322)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4822,681)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(16171,403)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2367,236)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5194,667)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2367,236)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5040,608)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4734,566)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4822,681)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13860,387)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2367,236)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5194,667)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2367,297)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5177,805)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4734,509)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4787,1129)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13897,476)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2367,297)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5331,830)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2348,116)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4854,336)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4696,250)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4749,547)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13578,238)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12635,592)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5008,320)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2348,116)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4854,336)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4696,269)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4749,547)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13578,257)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12635,592)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5008,320)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2348,116)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4854,333)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4696,245)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4749,567)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13578,262)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12632,590)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5008,320)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2414,224)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5155,638)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4828,513)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4881,705)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16602,495)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13812,1048)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5309,646)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2414,224)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5155,638)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4828,419)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4881,705)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14213,446)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13812,1048)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5309,646)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2414,308)
