Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2367,208)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2515,392)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5544,1118)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5030,1216)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5086,984)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14704,497)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15595,1872)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5696,1049)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2515,399)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5668,1271)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5030,872)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5086,941)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14739,522)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15942,1907)
  N=4 real_hotpotqa_03144_5a8d0c74554299585d9e37a1 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5820,965)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2396,757)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5691,1530)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4792,1129)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4848,1324)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14211,915)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2396,757)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5843,1245)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2396,757)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5691,1530)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4792,1260)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4848,1324)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14167,876)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2396,757)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5843,1245)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2396,574)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5529,1597)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4792,750)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4848,1026)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(16356,700)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16161,2706)
  N=4 real_hotpotqa_03160_5a8aa5835542996c9b8d5f4e seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5681,948)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2381,540)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5549,1440)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4762,880)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4818,984)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14019,704)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16097,2339)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5701,985)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2381,540)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5549,1440)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4762,902)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4818,984)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13989,662)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16097,2339)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5701,985)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2381,422)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5326,1073)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4762,713)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4818,953)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14120,663)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2381,422)
  N=4 real_hotpotqa_03172_5abd0b685542996583600501 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5478,969)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2438,412)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5389,1050)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4876,864)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4932,894)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14292,577)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2438,412)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5541,846)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2438,412)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5389,1050)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4876,771)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4932,894)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14281,542)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2438,412)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5541,846)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2438,361)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5338,899)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4876,650)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4932,1149)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14304,539)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(8291,868)
  N=4 real_hotpotqa_03223_5a7c67c15542990527d55498 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5490,903)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2419,516)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5496,1355)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4838,873)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4894,875)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(16560,701)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15515,1932)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5648,1180)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2419,516)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5496,1355)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4838,810)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4894,875)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14245,730)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15515,1932)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5648,1180)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2419,464)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5423,1331)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4838,891)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4894,882)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14224,629)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2419,464)
  N=4 real_hotpotqa_03244_5a7a8a9c554299042af8f666 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5575,807)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2507,347)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5458,897)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5014,764)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5070,809)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14759,565)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2507,347)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5610,860)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2507,347)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5458,897)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5014,449)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5070,809)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14780,583)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2507,347)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5610,860)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2507,438)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5570,1055)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5014,808)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5070,1165)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14809,665)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(8683,1067)
  N=4 real_hotpotqa_03376_5addfc425542997dc7907101 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5722,1014)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2437,367)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5339,1021)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4874,814)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4930,606)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14258,463)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2437,367)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5491,949)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2437,367)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5339,1021)
  N=4 real_hotpotqa_03432_5a727ca45542994cef4bc2d8 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4874,650)
