Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=llama-3.3-70b provider=together model_id=meta-llama/Llama-3.3-70B-Instruct-Turbo)...
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4436,666)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00029_a11281a2 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4436,731)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4436,737)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3826,697)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3826,755)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3826,676)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3862,536)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3862,530)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3862,644)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4242,458)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4242,291)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4242,510)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4524,670)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4524,714)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4524,619)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4298,597)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4298,569)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4298,733)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4246,409)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4246,336)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4246,559)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4286,550)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4286,433)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4286,571)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4316,605)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4316,736)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4316,842)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00038_b86304ba seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4156,461)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00038_b86304ba seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4156,353)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00038_b86304ba seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4156,458)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5128,820)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5128,629)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5128,526)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4272,903)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4272,1023)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4272,746)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4460,632)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4460,643)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4460,823)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4444,629)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4444,601)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4444,851)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4248,661)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4248,1046)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4248,814)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4322,755)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4322,1092)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00045_06db6396 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4322,862)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00047_f685340e seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4606,635)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00047_f685340e seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4606,761)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4606,675)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3936,408)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3936,493)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3936,460)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4850,667)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4850,556)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4850,593)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4402,487)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4402,705)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4402,556)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4318,1082)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4318,1290)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4318,969)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00052_1faac195 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4362,949)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00052_1faac195 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4362,1235)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00052_1faac195 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4362,800)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00053_21d02d0d seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4566,509)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00053_21d02d0d seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4566,531)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00053_21d02d0d seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4566,523)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4680,641)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4680,678)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4680,680)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00055_7e974930 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4414,366)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00055_7e974930 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4414,590)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00055_7e974930 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4414,1113)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4532,889)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4532,547)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4532,927)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4092,589)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4092,602)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4092,674)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4328,821)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4328,942)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4328,665)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4826,638)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4826,639)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4826,692)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4052,681)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4052,922)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4052,626)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4446,678)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4446,544)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4481,578)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00068_dad224aa seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4490,548)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00068_dad224aa seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4490,531)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00068_dad224aa seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4490,543)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4696,759)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4696,508)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4696,773)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4526,502)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4526,539)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4526,575)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4206,494)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4206,450)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4206,453)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4384,687)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4384,917)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4384,609)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4484,792)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00073_89941a94 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4484,613)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4484,504)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4156,889)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4156,942)
  model=llama-3.3-70b N=2 arm=full_regen real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4156,1087)
--- [llama-3.3-70b][full_regen] N=2: rows written=180 errors=0 tokens_in=794122 tokens_out=123584 ---
  model=llama-3.3-70b N=2 arm=react real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4777,691)
  model=llama-3.3-70b N=2 arm=react real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4777,1135)
  model=llama-3.3-70b N=2 arm=react real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4777,798)
  model=llama-3.3-70b N=2 arm=react real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4945,863)
  model=llama-3.3-70b N=2 arm=react real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4945,887)
  model=llama-3.3-70b N=2 arm=react real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4945,893)
  model=llama-3.3-70b N=2 arm=react real_lme_00002_51c32626 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4291,893)
  model=llama-3.3-70b N=2 arm=react real_lme_00002_51c32626 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4291,862)
  model=llama-3.3-70b N=2 arm=react real_lme_00002_51c32626 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4291,901)
  model=llama-3.3-70b N=2 arm=react real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4315,675)
  model=llama-3.3-70b N=2 arm=react real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4315,714)
  model=llama-3.3-70b N=2 arm=react real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4315,658)
  model=llama-3.3-70b N=2 arm=react real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4255,653)
  model=llama-3.3-70b N=2 arm=react real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4255,777)
  model=llama-3.3-70b N=2 arm=react real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4255,687)
  model=llama-3.3-70b N=2 arm=react real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4523,1098)
  model=llama-3.3-70b N=2 arm=react real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4523,1137)
  model=llama-3.3-70b N=2 arm=react real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4523,1304)
  model=llama-3.3-70b N=2 arm=react real_lme_00007_5025383b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4081,685)
  model=llama-3.3-70b N=2 arm=react real_lme_00007_5025383b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4081,703)
  model=llama-3.3-70b N=2 arm=react real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4081,669)
  model=llama-3.3-70b N=2 arm=react real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4339,946)
  model=llama-3.3-70b N=2 arm=react real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4339,1056)
  model=llama-3.3-70b N=2 arm=react real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4339,1118)
  model=llama-3.3-70b N=2 arm=react real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4555,1012)
  model=llama-3.3-70b N=2 arm=react real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4555,1035)
  model=llama-3.3-70b N=2 arm=react real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4555,882)
  model=llama-3.3-70b N=2 arm=react real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5293,903)
  model=llama-3.3-70b N=2 arm=react real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5293,867)
  model=llama-3.3-70b N=2 arm=react real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5293,885)
  model=llama-3.3-70b N=2 arm=react real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4751,760)
  model=llama-3.3-70b N=2 arm=react real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4751,840)
  model=llama-3.3-70b N=2 arm=react real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4751,805)
  model=llama-3.3-70b N=2 arm=react real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5091,877)
  model=llama-3.3-70b N=2 arm=react real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5091,972)
  model=llama-3.3-70b N=2 arm=react real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5091,910)
  model=llama-3.3-70b N=2 arm=react real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4333,875)
  model=llama-3.3-70b N=2 arm=react real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4333,819)
  model=llama-3.3-70b N=2 arm=react real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4333,915)
