Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=mistral-nemo-12b provider=openrouter model_id=mistralai/mistral-nemo)...
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4410,666)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4410,619)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4606,647)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4606,562)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4606,694)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4522,574)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4522,776)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4522,370)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4408,311)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4408,507)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4408,737)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4432,509)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4432,624)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4432,593)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4720,585)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4720,498)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4720,559)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00048_dccbc061 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4136,745)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00048_dccbc061 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4136,1127)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4136,401)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4908,576)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4908,372)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4908,551)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4442,337)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4442,425)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4442,393)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4420,969)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4420,878)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4420,872)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00052_1faac195 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4468,396)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00052_1faac195 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4468,231)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00052_1faac195 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4468,541)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00053_21d02d0d seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4680,420)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4680,671)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00053_21d02d0d seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4680,653)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4826,796)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4826,700)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00054_603deb26 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4826,774)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00055_7e974930 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4654,640)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00055_7e974930 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4654,713)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00055_7e974930 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4654,698)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00057_dd2973ad seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4774,738)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4774,587)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4774,560)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4204,531)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4204,549)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4204,416)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4440,968)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4440,1216)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4440,1096)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4954,617)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4954,556)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4954,697)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4178,501)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4178,799)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4178,545)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4680,481)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4680,707)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4680,889)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00068_dad224aa seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4624,598)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00068_dad224aa seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4624,547)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00068_dad224aa seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4624,737)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4894,894)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4894,968)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4894,1157)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4653,867)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4654,663)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4655,572)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4326,615)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4326,467)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4326,791)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4498,651)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4498,623)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4498,573)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4594,355)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4594,361)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4594,340)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4334,656)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4334,730)
  model=mistral-nemo-12b N=2 arm=full_regen real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4335,540)
--- [mistral-nemo-12b][full_regen] N=2: rows written=180 errors=0 tokens_in=817968 tokens_out=120256 ---
  model=mistral-nemo-12b N=2 arm=react real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5020,762)
  model=mistral-nemo-12b N=2 arm=react real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5020,762)
  model=mistral-nemo-12b N=2 arm=react real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5021,978)
  model=mistral-nemo-12b N=2 arm=react real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5094,963)
  model=mistral-nemo-12b N=2 arm=react real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5094,963)
  model=mistral-nemo-12b N=2 arm=react real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5094,1058)
  model=mistral-nemo-12b N=2 arm=react real_lme_00002_51c32626 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4372,892)
  model=mistral-nemo-12b N=2 arm=react real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4372,892)
  model=mistral-nemo-12b N=2 arm=react real_lme_00002_51c32626 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4372,1053)
  model=mistral-nemo-12b N=2 arm=react real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4448,678)
  model=mistral-nemo-12b N=2 arm=react real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4448,678)
  model=mistral-nemo-12b N=2 arm=react real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4448,791)
  model=mistral-nemo-12b N=2 arm=react real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4362,1015)
  model=mistral-nemo-12b N=2 arm=react real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4362,1015)
  model=mistral-nemo-12b N=2 arm=react real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4362,905)
  model=mistral-nemo-12b N=2 arm=react real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4702,951)
  model=mistral-nemo-12b N=2 arm=react real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4702,951)
  model=mistral-nemo-12b N=2 arm=react real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4702,719)
  model=mistral-nemo-12b N=2 arm=react real_lme_00007_5025383b seed=0: per_fault={'ctx': False, 'bullets': False} all_resolved=False n_resolved=0/2 tokens=(4198,918)
  model=mistral-nemo-12b N=2 arm=react real_lme_00007_5025383b seed=1: per_fault={'ctx': False, 'bullets': False} all_resolved=False n_resolved=0/2 tokens=(4198,918)
  model=mistral-nemo-12b N=2 arm=react real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4198,661)
  model=mistral-nemo-12b N=2 arm=react real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4424,946)
  model=mistral-nemo-12b N=2 arm=react real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4424,946)
  model=mistral-nemo-12b N=2 arm=react real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4424,750)
  model=mistral-nemo-12b N=2 arm=react real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4778,762)
  model=mistral-nemo-12b N=2 arm=react real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4778,762)
  model=mistral-nemo-12b N=2 arm=react real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4778,878)
  model=mistral-nemo-12b N=2 arm=react real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5456,938)
  model=mistral-nemo-12b N=2 arm=react real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5456,938)
  model=mistral-nemo-12b N=2 arm=react real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5456,1193)
  model=mistral-nemo-12b N=2 arm=react real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4908,654)
  model=mistral-nemo-12b N=2 arm=react real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4908,654)
  model=mistral-nemo-12b N=2 arm=react real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4908,620)
  model=mistral-nemo-12b N=2 arm=react real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5308,730)
  model=mistral-nemo-12b N=2 arm=react real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5308,730)
  model=mistral-nemo-12b N=2 arm=react real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5308,798)
  model=mistral-nemo-12b N=2 arm=react real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4464,1518)
  model=mistral-nemo-12b N=2 arm=react real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4464,1518)
  model=mistral-nemo-12b N=2 arm=react real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4464,802)
  model=mistral-nemo-12b N=2 arm=react real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4714,681)
  model=mistral-nemo-12b N=2 arm=react real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4714,681)
  model=mistral-nemo-12b N=2 arm=react real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4713,741)
  model=mistral-nemo-12b N=2 arm=react real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4884,963)
  model=mistral-nemo-12b N=2 arm=react real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4884,963)
  model=mistral-nemo-12b N=2 arm=react real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4884,1098)
  model=mistral-nemo-12b N=2 arm=react real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4782,635)
  model=mistral-nemo-12b N=2 arm=react real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4782,635)
  model=mistral-nemo-12b N=2 arm=react real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4782,712)
  model=mistral-nemo-12b N=2 arm=react real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4944,718)
  model=mistral-nemo-12b N=2 arm=react real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4944,718)
  model=mistral-nemo-12b N=2 arm=react real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4944,989)
  model=mistral-nemo-12b N=2 arm=react real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4254,929)
  model=mistral-nemo-12b N=2 arm=react real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4254,929)
  model=mistral-nemo-12b N=2 arm=react real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4254,983)
  model=mistral-nemo-12b N=2 arm=react real_lme_00023_e48988bc seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3614,580)
  model=mistral-nemo-12b N=2 arm=react real_lme_00023_e48988bc seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3614,580)
  model=mistral-nemo-12b N=2 arm=react real_lme_00023_e48988bc seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3614,684)
  model=mistral-nemo-12b N=2 arm=react real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4452,843)
  model=mistral-nemo-12b N=2 arm=react real_lme_00025_gpt4_4929293b seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4452,843)
  model=mistral-nemo-12b N=2 arm=react real_lme_00025_gpt4_4929293b seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4452,542)
  model=mistral-nemo-12b N=2 arm=react real_lme_00027_21d02d0d seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4740,888)
  model=mistral-nemo-12b N=2 arm=react real_lme_00027_21d02d0d seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4740,888)
  model=mistral-nemo-12b N=2 arm=react real_lme_00027_21d02d0d seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4740,905)
  model=mistral-nemo-12b N=2 arm=react real_lme_00028_1f2b8d4f seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4598,898)
  model=mistral-nemo-12b N=2 arm=react real_lme_00028_1f2b8d4f seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4598,898)
  model=mistral-nemo-12b N=2 arm=react real_lme_00028_1f2b8d4f seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4598,1276)
  model=mistral-nemo-12b N=2 arm=react real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4656,936)
  model=mistral-nemo-12b N=2 arm=react real_lme_00029_a11281a2 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4656,936)
  model=mistral-nemo-12b N=2 arm=react real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4656,821)
  model=mistral-nemo-12b N=2 arm=react real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3952,746)
  model=mistral-nemo-12b N=2 arm=react real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3952,746)
  model=mistral-nemo-12b N=2 arm=react real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3951,860)
  model=mistral-nemo-12b N=2 arm=react real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4056,996)
