Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=qwen-2.5-7b provider=openrouter model_id=qwen/qwen-2.5-7b-instruct)...
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4334,438)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4334,506)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4334,465)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00038_b86304ba seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4178,370)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00038_b86304ba seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4178,358)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00038_b86304ba seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4178,482)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5152,1055)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5152,954)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5152,1039)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4286,607)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4286,666)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4286,558)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4482,440)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4482,380)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4482,454)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4450,274)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4450,292)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4450,245)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4324,464)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4324,610)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4324,499)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4334,548)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4334,557)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4334,476)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4620,320)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4620,350)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4620,320)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3962,341)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(3962,433)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(3962,450)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4868,425)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4868,368)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4868,370)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4428,245)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4428,325)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4428,413)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4380,529)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4380,496)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4380,516)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00052_1faac195 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4374,313)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00052_1faac195 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4374,411)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00052_1faac195 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4374,359)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00053_21d02d0d seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4594,335)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4594,347)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00053_21d02d0d seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4594,258)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4706,488)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4706,616)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4706,647)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00055_7e974930 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4576,458)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00055_7e974930 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4576,492)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00055_7e974930 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4576,560)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4558,448)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4558,617)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4558,447)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4108,404)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4108,448)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4108,419)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4388,564)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4388,599)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4388,542)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4838,727)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4838,659)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4838,656)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4114,527)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4114,335)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4114,332)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4596,493)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4596,489)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00067_41698283 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4596,715)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00068_dad224aa seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4552,738)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4552,476)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4552,474)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4836,415)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4836,525)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4836,363)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4626,376)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4626,404)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4626,361)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4236,432)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4236,451)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4236,637)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4414,614)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4414,633)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4414,506)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4512,682)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4512,627)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4512,619)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4248,446)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4248,497)
  model=qwen-2.5-7b N=2 arm=full_regen real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4248,570)
--- [qwen-2.5-7b][full_regen] N=2: rows written=180 errors=0 tokens_in=801000 tokens_out=86742 ---
  model=qwen-2.5-7b N=2 arm=react real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4791,830)
  model=qwen-2.5-7b N=2 arm=react real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4791,830)
  model=qwen-2.5-7b N=2 arm=react real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4791,1033)
  model=qwen-2.5-7b N=2 arm=react real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4969,806)
  model=qwen-2.5-7b N=2 arm=react real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4969,806)
  model=qwen-2.5-7b N=2 arm=react real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4969,1018)
  model=qwen-2.5-7b N=2 arm=react real_lme_00002_51c32626 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4333,696)
  model=qwen-2.5-7b N=2 arm=react real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4333,696)
  model=qwen-2.5-7b N=2 arm=react real_lme_00002_51c32626 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4333,701)
  model=qwen-2.5-7b N=2 arm=react real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4355,631)
  model=qwen-2.5-7b N=2 arm=react real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4355,631)
  model=qwen-2.5-7b N=2 arm=react real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4355,635)
  model=qwen-2.5-7b N=2 arm=react real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4289,734)
  model=qwen-2.5-7b N=2 arm=react real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4289,734)
  model=qwen-2.5-7b N=2 arm=react real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4289,725)
  model=qwen-2.5-7b N=2 arm=react real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4557,921)
  model=qwen-2.5-7b N=2 arm=react real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4557,921)
  model=qwen-2.5-7b N=2 arm=react real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4557,912)
  model=qwen-2.5-7b N=2 arm=react real_lme_00007_5025383b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4099,629)
  model=qwen-2.5-7b N=2 arm=react real_lme_00007_5025383b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4099,629)
  model=qwen-2.5-7b N=2 arm=react real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4099,672)
  model=qwen-2.5-7b N=2 arm=react real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4351,722)
  model=qwen-2.5-7b N=2 arm=react real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4351,722)
  model=qwen-2.5-7b N=2 arm=react real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4351,658)
  model=qwen-2.5-7b N=2 arm=react real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4593,575)
  model=qwen-2.5-7b N=2 arm=react real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4593,575)
  model=qwen-2.5-7b N=2 arm=react real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4593,878)
  model=qwen-2.5-7b N=2 arm=react real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5345,1027)
  model=qwen-2.5-7b N=2 arm=react real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5345,1027)
  model=qwen-2.5-7b N=2 arm=react real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5345,1120)
  model=qwen-2.5-7b N=2 arm=react real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4785,695)
  model=qwen-2.5-7b N=2 arm=react real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4785,695)
  model=qwen-2.5-7b N=2 arm=react real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4785,642)
  model=qwen-2.5-7b N=2 arm=react real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5181,1106)
  model=qwen-2.5-7b N=2 arm=react real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5181,1106)
  model=qwen-2.5-7b N=2 arm=react real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5181,1126)
  model=qwen-2.5-7b N=2 arm=react real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4403,853)
  model=qwen-2.5-7b N=2 arm=react real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4403,853)
  model=qwen-2.5-7b N=2 arm=react real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4403,926)
  model=qwen-2.5-7b N=2 arm=react real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4607,923)
  model=qwen-2.5-7b N=2 arm=react real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4607,923)
  model=qwen-2.5-7b N=2 arm=react real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4607,876)
  model=qwen-2.5-7b N=2 arm=react real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4801,726)
  model=qwen-2.5-7b N=2 arm=react real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4801,726)
  model=qwen-2.5-7b N=2 arm=react real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4801,723)
  model=qwen-2.5-7b N=2 arm=react real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4693,601)
  model=qwen-2.5-7b N=2 arm=react real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4693,601)
  model=qwen-2.5-7b N=2 arm=react real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4693,590)
  model=qwen-2.5-7b N=2 arm=react real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4797,962)
  model=qwen-2.5-7b N=2 arm=react real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4797,962)
  model=qwen-2.5-7b N=2 arm=react real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4797,682)
  model=qwen-2.5-7b N=2 arm=react real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4163,775)
  model=qwen-2.5-7b N=2 arm=react real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4163,775)
  model=qwen-2.5-7b N=2 arm=react real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4163,755)
  model=qwen-2.5-7b N=2 arm=react real_lme_00023_e48988bc seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3557,766)
  model=qwen-2.5-7b N=2 arm=react real_lme_00023_e48988bc seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3557,766)
  model=qwen-2.5-7b N=2 arm=react real_lme_00023_e48988bc seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(3557,1029)
  model=qwen-2.5-7b N=2 arm=react real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4333,587)
  model=qwen-2.5-7b N=2 arm=react real_lme_00025_gpt4_4929293b seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4333,587)
  model=qwen-2.5-7b N=2 arm=react real_lme_00025_gpt4_4929293b seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4333,649)
  model=qwen-2.5-7b N=2 arm=react real_lme_00027_21d02d0d seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4645,544)
  model=qwen-2.5-7b N=2 arm=react real_lme_00027_21d02d0d seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4645,544)
