Building 60 4-fault-injected twowiki_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['reflexion', 'intro_specter', 'intro_specter_fixed']
  N=4 real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2442,377)
  N=4 real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5659,746)
  N=4 real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15237,1614)
  N=4 real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5659,746)
  N=4 real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5659,746)
  N=4 real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2508,364)
  N=4 real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5633,616)
  N=4 real_2wiki_03966_48afc3280bb011ebab90acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5633,616)
  N=4 real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2591,407)
  N=4 real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5882,1026)
  N=4 real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5882,1026)
  N=4 real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2591,407)
  N=4 real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5882,1026)
  N=4 real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5882,1026)
  N=4 real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2591,600)
  N=4 real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6137,1269)
  N=4 real_2wiki_04113_acfbbcd508f311ebbdaaac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6137,1269)
  N=4 real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(8843,1287)
  N=4 real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5811,935)
  N=4 real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5811,935)
  N=4 real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(8843,1287)
  N=4 real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5811,935)
  N=4 real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5811,935)
  N=4 real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14083,6906)
  N=4 real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5608,846)
  N=4 real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5608,846)
  N=4 real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2194,523)
  N=4 real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5250,1379)
  N=4 real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5250,1379)
  N=4 real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2194,523)
  N=4 real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5250,1379)
  N=4 real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5250,1379)
  N=4 real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2194,450)
  N=4 real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5156,1297)
  N=4 real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5156,1297)
  N=4 real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6937,931)
  N=4 real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4616,790)
  N=4 real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4616,790)
  N=4 real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6937,931)
  N=4 real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4616,790)
  N=4 real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4616,790)
  N=4 real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(7472,1409)
  N=4 real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4886,1128)
  N=4 real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4886,1128)
  N=4 real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2515,574)
  N=4 real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5942,1107)
  N=4 real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5942,1107)
  N=4 real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2515,574)
  N=4 real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5942,1107)
  N=4 real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5942,1107)
  N=4 real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18744,3229)
  N=4 real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6344,1773)
  N=4 real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6344,1773)
  N=4 real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2504,429)
  N=4 real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5732,1161)
  N=4 real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5732,1161)
  N=4 real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2504,429)
  N=4 real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5732,1161)
  N=4 real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5732,1161)
  N=4 real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2504,221)
  N=4 real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5475,457)
  N=4 real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5475,457)
  N=4 real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2282,422)
  N=4 real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5283,1114)
  N=4 real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5283,1114)
  N=4 real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2282,422)
  N=4 real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5283,1114)
  N=4 real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5283,1114)
  N=4 real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2282,424)
  N=4 real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5389,1075)
  N=4 real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5389,1075)
  N=4 real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17674,3352)
  N=4 real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5999,1658)
  N=4 real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5999,1658)
  N=4 real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17674,3352)
  N=4 real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5999,1658)
  N=4 real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5999,1658)
  N=4 real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2346,681)
  N=4 real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5731,1379)
  N=4 real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5731,1379)
  N=4 real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2516,441)
  N=4 real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5790,855)
  N=4 real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5790,855)
  N=4 real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2516,441)
  N=4 real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5790,855)
  N=4 real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5790,855)
  N=4 real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2516,383)
  N=4 real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5711,887)
  N=4 real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5711,887)
  N=4 real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15715,2363)
  N=4 real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5553,1068)
  N=4 real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5553,1068)
  N=4 real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15715,2363)
  N=4 real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5553,1068)
  N=4 real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5553,1068)
  N=4 real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2298,350)
  N=4 real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5224,929)
  N=4 real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5224,929)
  N=4 real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2129,510)
  N=4 real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5064,1035)
  N=4 real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5064,1035)
  N=4 real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2129,510)
  N=4 real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5064,1035)
  N=4 real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5064,1035)
  N=4 real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2129,457)
  N=4 real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5011,952)
  N=4 real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5011,952)
  N=4 real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2472,399)
  N=4 real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5618,987)
  N=4 real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5618,987)
  N=4 real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2472,399)
  N=4 real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5618,987)
  N=4 real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5618,987)
  N=4 real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2472,509)
  N=4 real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5771,1364)
  N=4 real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5771,1364)
  N=4 real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2552,418)
  N=4 real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5775,909)
  N=4 real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5775,909)
  N=4 real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2552,418)
  N=4 real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5775,909)
