Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.1-8b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(1721,450)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4380,1594)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1747,586)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4246,1611)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3494,732)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3547,1622)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(10030,691)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1747,586)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4380,1594)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1727,364)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3962,964)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3490,833)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3527,1691)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(10033,456)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1727,364)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4116,872)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1914,598)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4613,1446)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3808,879)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3881,1653)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11130,733)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1914,598)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4747,1326)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1914,598)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4613,1446)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3808,846)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3881,1653)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11089,694)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1914,598)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4747,1326)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1914,550)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4586,1119)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3808,794)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3881,1556)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(11047,646)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1914,550)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4720,1122)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(1749,364)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3919,990)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3478,856)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3551,1205)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(10093,497)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(11418,2168)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4053,768)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(1749,364)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3919,990)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3478,636)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3551,1205)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(11845,620)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(11418,2168)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4053,768)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(1765,412)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3945,1074)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3514,1066)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3582,851)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(11994,627)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6223,925)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(4098,999)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1877,278)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4134,750)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3774,773)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3827,1418)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(11027,512)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1877,278)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4288,818)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1877,278)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4134,750)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3754,588)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3827,1418)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(10980,375)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1877,278)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4288,818)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1897,551)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4490,1428)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3774,880)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3827,1054)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(12820,723)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1897,551)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4624,1469)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1903,600)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4572,1649)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3786,921)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3839,1122)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(13021,905)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1903,600)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4706,1416)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1903,600)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4572,1649)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3806,1230)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3839,1122)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(12974,900)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1903,600)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4706,1416)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1903,531)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4461,1502)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3786,846)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3859,1835)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(12913,713)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1903,531)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4595,1418)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1807,386)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4082,1219)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3650,678)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3687,1520)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(12235,1011)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1807,386)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4256,835)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1807,386)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4082,1219)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(3614,705)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3687,1520)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(10601,532)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1807,386)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4256,835)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1827,500)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4320,1229)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3654,920)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3687,1062)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(10682,703)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1827,500)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4454,832)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1862,331)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(4116,930)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3724,877)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3757,1440)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(10804,506)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1862,331)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4270,660)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1862,331)
