Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(1776,586)
Resuming arm=reflexion: 95 (task_id, seed) rows already present, will be skipped.
Resuming arm=intro_specter: 95 (task_id, seed) rows already present, will be skipped.
Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3681,1155)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(10531,537)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1814,381)
  N=4 real_musique_hop_00043_3hop1__104996_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4280,1112)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1968,274)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4340,675)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3936,558)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3989,721)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(11434,378)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1968,274)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4494,787)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1968,274)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4340,675)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3936,545)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3989,721)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(11432,367)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1968,274)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4494,787)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1968,253)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=1/4 tokens=(4291,671)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3936,532)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3989,700)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(11443,366)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1968,253)
  N=4 real_musique_hop_00045_3hop1__835193_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4445,682)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1777,510)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4234,1123)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3554,822)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3607,876)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(10409,750)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1777,510)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4388,980)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1777,510)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4234,1123)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3554,791)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3607,876)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(10306,638)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1777,510)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4388,980)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(1777,415)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(4193,934)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3554,761)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(3607,987)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(12048,594)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True} all_resolved=False n_resolved=1/4 tokens=(12221,1899)
  N=4 real_musique_hop_00046_3hop1__30885_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4347,936)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1969,409)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4562,1139)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3938,658)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3991,965)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(13397,573)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1969,409)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4716,1162)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1969,409)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4562,1139)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3938,801)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3991,965)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(11494,540)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1969,409)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4716,1162)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1969,502)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4583,1229)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3938,970)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3991,1669)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(11495,645)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1969,502)
  N=4 real_musique_hop_00048_3hop1__582007_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4737,1280)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1939,443)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4507,1166)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3878,956)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3931,1563)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(13260,681)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1939,443)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4661,1266)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1939,443)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4507,1166)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3878,690)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3931,1563)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11378,676)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1939,443)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4661,1266)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1939,373)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4437,929)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3878,476)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3931,1232)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(11336,541)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1939,373)
  N=4 real_musique_hop_00050_3hop1__804367_160713_77246 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4591,955)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1885,363)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4318,1034)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(3770,806)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3823,1461)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11019,571)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1885,363)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4472,962)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1885,363)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4318,1034)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3770,709)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3823,1461)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11011,546)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1885,363)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4472,962)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1885,362)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4317,1050)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3770,872)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(3823,966)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11019,558)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1885,362)
  N=4 real_musique_hop_00052_3hop1__66872_709625_84283 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4471,1057)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1901,403)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4418,1164)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3802,815)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3855,1060)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11031,519)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1901,403)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4572,1005)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1901,403)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4418,1164)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3802,851)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3855,1060)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11030,519)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1901,403)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4572,1005)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1901,458)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4397,705)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3802,1114)
  N=4 real_musique_hop_00053_3hop1__45612_502967_84283 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3855,1236)
