Building 60 5-fault (3 hop + 2 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=5 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(1679,133)
  N=5 real_musique_hop_00123_3hop1__324448_831637_91775 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(4105,1010)
  N=5 real_musique_hop_00123_3hop1__324448_831637_91775 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(11783,573)
  N=5 real_musique_hop_00123_3hop1__324448_831637_91775 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(2026,472)
  N=5 real_musique_hop_00123_3hop1__324448_831637_91775 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4907,883)
  N=5 real_musique_hop_00123_3hop1__324448_831637_91775 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(2026,323)
  N=5 real_musique_hop_00123_3hop1__324448_831637_91775 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(4519,881)
  N=5 real_musique_hop_00123_3hop1__324448_831637_91775 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4052,831)
  N=5 real_musique_hop_00123_3hop1__324448_831637_91775 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(4105,788)
  N=5 real_musique_hop_00123_3hop1__324448_831637_91775 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(11646,371)
  N=5 real_musique_hop_00123_3hop1__324448_831637_91775 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(11710,1320)
  N=5 real_musique_hop_00123_3hop1__324448_831637_91775 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4673,748)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1777,498)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4280,1332)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3554,846)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(3607,981)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(10152,605)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(11219,704)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4434,810)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1777,480)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4263,1135)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3554,893)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3607,1028)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(10301,611)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1777,480)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4417,728)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1777,538)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4348,1404)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3554,1061)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(3607,1011)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(10152,643)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(11444,718)
  N=5 real_musique_hop_00128_3hop1__797496_831637_91775 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4502,874)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1951,415)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4490,1359)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3902,750)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3955,914)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(11356,521)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1951,415)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4644,718)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1951,288)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4307,921)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3902,695)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3955,768)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(11356,394)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1951,288)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4461,572)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1951,368)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4414,1016)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3902,745)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3955,905)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(11356,474)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1951,368)
  N=5 real_musique_hop_00131_3hop1__232315_831637_91775 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4568,587)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1682,250)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3731,783)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3364,589)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3417,722)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(9724,346)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1682,250)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3885,674)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1682,298)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3807,1054)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3364,596)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3417,814)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(9724,394)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1682,298)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3961,824)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1682,298)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3807,1032)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3364,601)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3417,767)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(9724,394)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1682,298)
  N=5 real_musique_hop_00138_3hop1__511157_709625_84283 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3961,824)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(2011,396)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': False, 'english': True} all_resolved=False n_resolved=2/5 tokens=(4604,1166)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4022,726)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4075,1118)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(11556,519)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(11943,529)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(4758,1040)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(2011,434)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4628,1194)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(4022,752)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4075,1121)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(11556,529)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(12051,630)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4782,791)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(2011,479)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(4701,984)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4022,932)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(4075,1053)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(11704,638)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(2011,479)
  N=5 real_musique_hop_00143_3hop1__390489_502967_84283 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4855,795)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1947,274)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4250,796)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3894,551)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3947,730)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(11321,425)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1947,274)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4404,638)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1947,323)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4341,783)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3894,600)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3947,814)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(11314,419)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1947,323)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4495,694)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1947,292)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4268,634)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3894,430)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3947,761)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(11370,532)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1947,292)
  N=5 real_musique_hop_00148_3hop1__326941_366209_84283 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4422,656)
  N=5 real_musique_hop_00150_3hop1__285585_538202_84283 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1783,343)
  N=5 real_musique_hop_00150_3hop1__285585_538202_84283 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4082,917)
  N=5 real_musique_hop_00150_3hop1__285585_538202_84283 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3566,777)
  N=5 real_musique_hop_00150_3hop1__285585_538202_84283 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3619,908)
  N=5 real_musique_hop_00150_3hop1__285585_538202_84283 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10330,436)
